Fold,Set,Taxa
6,282train,CML311
6,282train,CML314
6,282train,CML321
6,282train,CML322
6,282train,CML323
6,282train,CML328
6,282train,CML331
6,282train,CML332
6,282train,CML333
6,282train,CML341
6,282train,CML38
6,282train,CML45
6,282train,CML5
6,282train,CML52
6,282train,CML61
6,282train,CML69
6,282train,CML77
6,282train,CML91
6,282train,CML92
6,282train,CMV3
6,282train,CO106
6,282train,CO125
6,282train,CO255
6,282train,Ci7Goodman-Buckler
6,282train,Ci90CGoodman-Buckler
6,282train,Ci91BGoodman-Buckler
6,282train,D940Y
6,282train,DE-2
6,282train,DE811
6,282train,E2558W
6,282train,EP1
6,282train,F2834T
6,282train,F6
6,282train,F7
6,282train,GA209
6,282train,GT112
6,282train,H105W
6,282train,H49
6,282train,H84
6,282train,H91
6,282train,H99
6,282train,HP301
6,282train,Hi27Goodman-Buckler
6,282train,I137TN
6,282train,I205
6,282train,I29
6,282train,IA2132Goodman-Buckler
6,282train,IDS28
6,282train,IDS69
6,282train,IDS91
6,282train,ILLHy
6,282train,Il101
6,282train,Il14H
6,282train,K148
6,282train,K4
6,282train,K55
6,282train,K64
6,282train,KY226
6,282train,KY228
6,282train,Ki11
6,282train,Ki2021
6,282train,Ki21
6,282train,Ki43
6,282train,Ki44
6,282train,Ky21
6,282train,L317
6,282train,L578
6,282train,M14
6,282train,M162W
6,282train,M37W
6,282train,MEF156-55-2
6,282train,MO1W
6,282train,MS1334
6,282train,Mo17
6,282train,Mo18W
6,282train,Mo24W
6,282train,Mo45
6,282train,Mo46
6,282train,MoG
6,282train,Mp339
6,282train,Mt42
6,282train,N192
6,282train,N6
6,282train,NC222
6,282train,NC230
6,282train,NC236
6,282train,NC238
6,282train,NC250
6,282train,NC258
6,282train,NC260
6,282train,NC262
6,282train,NC264
6,282train,NC290A
6,282train,NC294
6,282train,NC296
6,282train,NC296A
6,282train,NC300
6,282train,NC302
6,282train,NC304
6,282train,NC306
6,282train,NC310
6,282train,NC314
6,282train,NC320
6,282train,NC324
6,282train,NC326
6,282train,NC33
6,282train,NC336
6,282train,NC340
6,282train,NC342
6,282train,NC344
6,282train,NC348
6,282train,NC350
6,282train,NC352
6,282train,NC354
6,282train,NC356
6,282train,NC358
6,282train,NC360
6,282train,NC362
6,282train,NC364
6,282train,NC368
6,282train,ND246
6,282train,Oh40B
6,282train,Oh43E
6,282train,Oh603
6,282train,Os420
6,282train,P39Goodman-Buckler
6,282train,Pa762
6,282train,Pa875
6,282train,Pa880
6,282train,Pa91
6,282train,R168
6,282train,R177
6,282train,R229
6,282train,R4
6,282train,SA24
6,282train,SC213R
6,282train,SC357
6,282train,SC55
6,282train,SD40
6,282train,Sg1533
6,282train,Sg18
6,282train,T232
6,282train,T234
6,282train,T8
6,282train,Tx303
6,282train,Tx601
6,282train,Tzi10
6,282train,Tzi11
6,282train,Tzi16
6,282train,Tzi18
6,282train,Tzi25
6,282train,Tzi9
6,282train,VA102
6,282train,Va17
6,282train,Va26
6,282train,Va35
6,282train,Va85
6,282train,Va99
6,282train,VaW6
6,282train,W117Ht
6,282train,W153R
6,282train,W182B
6,282train,W22
6,282train,W64A
6,282train,Wf9
6,282train,Yu796
7,282train,38-11Goodman-Buckler
7,282train,4226
7,282train,A188
7,282train,A214NGoodman-Buckler
7,282train,A272
7,282train,A441-5
7,282train,A556
7,282train,A6
7,282train,A619
7,282train,A632
7,282train,A634
7,282train,A635
7,282train,A641
7,282train,A654
7,282train,A659
7,282train,A661
7,282train,A679
7,282train,A680
7,282train,A682
7,282train,Ab28A
7,282train,B10
7,282train,B103
7,282train,B105
7,282train,B109
7,282train,B14A
7,282train,B164
7,282train,B2
7,282train,B37
7,282train,B46
7,282train,B57
7,282train,B64
7,282train,B68
7,282train,B73
7,282train,B76
7,282train,B77
7,282train,B79
7,282train,B84
7,282train,C103
7,282train,C123
7,282train,C49A
7,282train,CH701-30
7,282train,CI187-2
7,282train,CI21E
7,282train,CI28AGoodman-Buckler
7,282train,CI31A
7,282train,CI3A
7,282train,CI64
7,282train,CI66
7,282train,CM105
7,282train,CM7
7,282train,CML10
7,282train,CML108
7,282train,CML11
7,282train,CML154Q
7,282train,CML157Q
7,282train,CML158Q
7,282train,CML218
7,282train,CML220
7,282train,CML228
7,282train,CML238
7,282train,CML247
7,282train,CML254
7,282train,CML258
7,282train,CML261
7,282train,CML277
7,282train,CML281
7,282train,CML287
7,282train,CML311
7,282train,CML314
7,282train,CML321
7,282train,CML322
7,282train,CML328
7,282train,CML331
7,282train,CML332
7,282train,CML333
7,282train,CML341
7,282train,CML38
7,282train,CML45
7,282train,CML5
7,282train,CML52
7,282train,CML61
7,282train,CML69
7,282train,CML77
7,282train,CML91
7,282train,CML92
7,282train,CMV3
7,282train,CO106
7,282train,CO125
7,282train,CO255
7,282train,Ci7Goodman-Buckler
7,282train,Ci90CGoodman-Buckler
7,282train,Ci91BGoodman-Buckler
7,282train,D940Y
7,282train,DE-2
7,282train,DE1
7,282train,DE811
7,282train,E2558W
7,282train,EP1
7,282train,F2834T
7,282train,F6
7,282train,F7
7,282train,GA209
7,282train,GT112
7,282train,H105W
7,282train,H49
7,282train,H84
7,282train,H91
7,282train,H95
7,282train,H99
7,282train,HP301
7,282train,Hi27Goodman-Buckler
7,282train,I137TN
7,282train,I205
7,282train,IA2132Goodman-Buckler
7,282train,IDS28
7,282train,IDS69
7,282train,IDS91
7,282train,ILLHy
7,282train,Ia5125
7,282train,Il101
7,282train,Il14H
7,282train,K148
7,282train,K4
7,282train,K55
7,282train,K64
7,282train,KY226
7,282train,KY228
7,282train,Ki11
7,282train,Ki14
7,282train,Ki2021
7,282train,Ki21
7,282train,Ki43
7,282train,Ki44
7,282train,Ky21
7,282train,L317
7,282train,L578
7,282train,M14
7,282train,M162W
7,282train,MEF156-55-2
7,282train,MO1W
7,282train,MS1334
7,282train,MS153
7,282train,Mo17
7,282train,Mo18W
7,282train,Mo45
7,282train,Mo46
7,282train,Mo47
7,282train,Mp339
7,282train,Mt42
7,282train,N192
7,282train,N28Ht
7,282train,N6
7,282train,NC222
7,282train,NC230
7,282train,NC232
7,282train,NC236
7,282train,NC238
7,282train,NC260
7,282train,NC262
7,282train,NC264
7,282train,NC290A
7,282train,NC294
7,282train,NC296
7,282train,NC300
7,282train,NC302
7,282train,NC304
7,282train,NC306
7,282train,NC310
7,282train,NC318
7,282train,NC320
7,282train,NC324
7,282train,NC326
7,282train,NC328
7,282train,NC33
7,282train,NC336
7,282train,NC338
7,282train,NC340
7,282train,NC342
7,282train,NC344
7,282train,NC346
7,282train,NC348
7,282train,NC350
7,282train,NC352
7,282train,NC354
7,282train,NC358
7,282train,NC360
7,282train,NC362
7,282train,NC364
7,282train,NC366
7,282train,NC368
7,282train,ND246
7,282train,OH7B
7,282train,Oh40B
7,282train,Oh43E
7,282train,Oh603
7,282train,Os420
7,282train,Pa762
7,282train,Pa875
7,282train,Pa880
7,282train,Pa91
7,282train,R168
7,282train,R177
7,282train,R4
7,282train,SA24
7,282train,SC213R
7,282train,SC357
7,282train,SC55
7,282train,SD40
7,282train,Sg1533
7,282train,Sg18
7,282train,T232
7,282train,T234
7,282train,T8
7,282train,Tx601
7,282train,Tzi16
7,282train,Tzi18
7,282train,Tzi25
7,282train,Tzi9
7,282train,U267Y
7,282train,VA102
7,282train,Va17
7,282train,Va22
7,282train,Va26
7,282train,Va35
7,282train,Va59
7,282train,Va85
7,282train,Va99
7,282train,VaW6
7,282train,W117Ht
7,282train,W153R
7,282train,W182B
7,282train,W22
7,282train,W64A
7,282train,Wf9
7,282train,Yu796
7,282train,i1677a
8,282train,33-16
8,282train,38-11Goodman-Buckler
8,282train,4226
8,282train,4722
8,282train,A188
8,282train,A239
8,282train,A272
8,282train,A441-5
8,282train,A556
8,282train,A6
8,282train,A619
8,282train,A632
8,282train,A635
8,282train,A641
8,282train,A654
8,282train,A659
8,282train,A661
8,282train,A679
8,282train,A680
8,282train,A682
8,282train,B10
8,282train,B103
8,282train,B105
8,282train,B109
8,282train,B14A
8,282train,B164
8,282train,B2
8,282train,B37
8,282train,B46
8,282train,B52
8,282train,B57
8,282train,B64
8,282train,B68
8,282train,B73
8,282train,B75
8,282train,B77
8,282train,B79
8,282train,C103
8,282train,C123
8,282train,C49A
8,282train,CH701-30
8,282train,CH9
8,282train,CI187-2
8,282train,CI21E
8,282train,CI28AGoodman-Buckler
8,282train,CI31A
8,282train,CI3A
8,282train,CI64
8,282train,CM105
8,282train,CM37
8,282train,CM7
8,282train,CML10
8,282train,CML108
8,282train,CML14
8,282train,CML154Q
8,282train,CML157Q
8,282train,CML158Q
8,282train,CML218
8,282train,CML220
8,282train,CML228
8,282train,CML238
8,282train,CML247
8,282train,CML258
8,282train,CML277
8,282train,CML287
8,282train,CML311
8,282train,CML314
8,282train,CML322
8,282train,CML323
8,282train,CML331
8,282train,CML332
8,282train,CML333
8,282train,CML341
8,282train,CML45
8,282train,CML5
8,282train,CML52
8,282train,CML61
8,282train,CML69
8,282train,CML77
8,282train,CML91
8,282train,CML92
8,282train,CMV3
8,282train,CO106
8,282train,CO125
8,282train,CO255
8,282train,Ci7Goodman-Buckler
8,282train,Ci90CGoodman-Buckler
8,282train,Ci91BGoodman-Buckler
8,282train,D940Y
8,282train,DE-2
8,282train,DE1
8,282train,DE811
8,282train,E2558W
8,282train,EP1
8,282train,F2834T
8,282train,F7
8,282train,GA209
8,282train,GT112
8,282train,H105W
8,282train,H49
8,282train,H84
8,282train,H91
8,282train,H95
8,282train,H99
8,282train,HP301
8,282train,Hi27Goodman-Buckler
8,282train,I137TN
8,282train,I205
8,282train,I29
8,282train,IA2132Goodman-Buckler
8,282train,IDS28
8,282train,IDS69
8,282train,IDS91
8,282train,ILLHy
8,282train,Ia5125
8,282train,Il101
8,282train,Il14H
8,282train,K148
8,282train,K4
8,282train,K55
8,282train,K64
8,282train,KY226
8,282train,KY228
8,282train,Ki11
8,282train,Ki14
8,282train,Ki2021
8,282train,Ki21
8,282train,Ki43
8,282train,Ki44
8,282train,Ky21
8,282train,L317
8,282train,M14
8,282train,M162W
8,282train,M37W
8,282train,MEF156-55-2
8,282train,MO1W
8,282train,MS1334
8,282train,MS153
8,282train,Mo17
8,282train,Mo18W
8,282train,Mo24W
8,282train,Mo46
8,282train,Mo47
8,282train,MoG
8,282train,Mp339
8,282train,Mt42
8,282train,N192
8,282train,N28Ht
8,282train,N6
8,282train,NC222
8,282train,NC230
8,282train,NC232
8,282train,NC236
8,282train,NC238
8,282train,NC250
8,282train,NC258
8,282train,NC260
8,282train,NC262
8,282train,NC264
8,282train,NC290A
8,282train,NC294
8,282train,NC296
8,282train,NC296A
8,282train,NC300
8,282train,NC302
8,282train,NC304
8,282train,NC306
8,282train,NC310
8,282train,NC314
8,282train,NC318
8,282train,NC320
8,282train,NC324
8,282train,NC326
8,282train,NC328
8,282train,NC33
8,282train,NC336
8,282train,NC338
8,282train,NC340
8,282train,NC342
8,282train,NC344
8,282train,NC346
8,282train,NC348
8,282train,NC350
8,282train,NC352
8,282train,NC354
8,282train,NC356
8,282train,NC360
8,282train,NC362
8,282train,NC366
8,282train,NC368
8,282train,ND246
8,282train,OH7B
8,282train,Oh40B
8,282train,Oh43E
8,282train,Oh603
8,282train,Os420
8,282train,P39Goodman-Buckler
8,282train,Pa880
8,282train,Pa91
8,282train,R168
8,282train,R177
8,282train,R229
8,282train,R4
8,282train,SA24
8,282train,SC213R
8,282train,SC357
8,282train,SC55
8,282train,SD40
8,282train,Sg1533
8,282train,Sg18
8,282train,T232
8,282train,T234
8,282train,T8
8,282train,Tx303
8,282train,Tx601
8,282train,Tzi10
8,282train,Tzi11
8,282train,Tzi16
8,282train,Tzi18
8,282train,Tzi25
8,282train,Tzi9
8,282train,U267Y
8,282train,VA102
8,282train,Va17
8,282train,Va22
8,282train,Va35
8,282train,Va59
8,282train,Va85
8,282train,Va99
8,282train,VaW6
8,282train,W153R
8,282train,W182B
8,282train,W22
8,282train,W64A
8,282train,Yu796
8,282train,i1677a
9,282train,33-16
9,282train,38-11Goodman-Buckler
9,282train,4226
9,282train,4722
9,282train,A188
9,282train,A214NGoodman-Buckler
9,282train,A239
9,282train,A272
9,282train,A441-5
9,282train,A556
9,282train,A6
9,282train,A619
9,282train,A632
9,282train,A634
9,282train,A635
9,282train,A641
9,282train,A654
9,282train,A659
9,282train,A661
9,282train,A679
9,282train,A680
9,282train,A682
9,282train,Ab28A
9,282train,B10
9,282train,B105
9,282train,B109
9,282train,B14A
9,282train,B164
9,282train,B2
9,282train,B37
9,282train,B52
9,282train,B57
9,282train,B64
9,282train,B68
9,282train,B75
9,282train,B76
9,282train,B77
9,282train,B79
9,282train,B84
9,282train,C103
9,282train,C123
9,282train,C49A
9,282train,CH701-30
9,282train,CH9
9,282train,CI187-2
9,282train,CI21E
9,282train,CI28AGoodman-Buckler
9,282train,CI31A
9,282train,CI3A
9,282train,CI64
9,282train,CI66
9,282train,CM105
9,282train,CM37
9,282train,CM7
9,282train,CML10
9,282train,CML108
9,282train,CML11
9,282train,CML14
9,282train,CML157Q
9,282train,CML158Q
9,282train,CML218
9,282train,CML220
9,282train,CML228
9,282train,CML238
9,282train,CML247
9,282train,CML254
9,282train,CML258
9,282train,CML261
9,282train,CML281
9,282train,CML287
9,282train,CML311
9,282train,CML314
9,282train,CML321
9,282train,CML322
9,282train,CML323
9,282train,CML328
9,282train,CML331
9,282train,CML332
9,282train,CML333
9,282train,CML38
9,282train,CML45
9,282train,CML5
9,282train,CML52
9,282train,CML61
9,282train,CML69
9,282train,CML77
9,282train,CML91
9,282train,CML92
9,282train,CO106
9,282train,CO125
9,282train,CO255
9,282train,Ci7Goodman-Buckler
9,282train,Ci90CGoodman-Buckler
9,282train,Ci91BGoodman-Buckler
9,282train,D940Y
9,282train,DE-2
9,282train,DE1
9,282train,DE811
9,282train,E2558W
9,282train,EP1
9,282train,F6
9,282train,F7
9,282train,GA209
9,282train,GT112
9,282train,H105W
9,282train,H49
9,282train,H84
9,282train,H95
9,282train,H99
9,282train,Hi27Goodman-Buckler
9,282train,I137TN
9,282train,I205
9,282train,I29
9,282train,IDS28
9,282train,IDS69
9,282train,IDS91
9,282train,Ia5125
9,282train,Il101
9,282train,Il14H
9,282train,K148
9,282train,K55
9,282train,K64
9,282train,KY228
9,282train,Ki11
9,282train,Ki14
9,282train,Ki2021
9,282train,Ki21
9,282train,Ki43
9,282train,Ki44
9,282train,Ky21
9,282train,L317
9,282train,L578
9,282train,M14
9,282train,M162W
9,282train,M37W
9,282train,MEF156-55-2
9,282train,MO1W
9,282train,MS1334
9,282train,MS153
9,282train,Mo17
9,282train,Mo18W
9,282train,Mo24W
9,282train,Mo45
9,282train,Mo46
9,282train,Mo47
9,282train,MoG
9,282train,Mp339
9,282train,Mt42
9,282train,N192
9,282train,N28Ht
9,282train,N6
9,282train,NC222
9,282train,NC230
9,282train,NC232
9,282train,NC236
9,282train,NC238
9,282train,NC250
9,282train,NC258
9,282train,NC260
9,282train,NC262
9,282train,NC264
9,282train,NC290A
9,282train,NC294
9,282train,NC296
9,282train,NC296A
9,282train,NC300
9,282train,NC302
9,282train,NC304
9,282train,NC314
9,282train,NC318
9,282train,NC320
9,282train,NC324
9,282train,NC328
9,282train,NC33
9,282train,NC336
9,282train,NC338
9,282train,NC340
9,282train,NC342
9,282train,NC344
9,282train,NC346
9,282train,NC348
9,282train,NC350
9,282train,NC352
9,282train,NC354
9,282train,NC356
9,282train,NC358
9,282train,NC360
9,282train,NC362
9,282train,NC364
9,282train,NC366
9,282train,NC368
9,282train,ND246
9,282train,OH7B
9,282train,Oh40B
9,282train,Oh43E
9,282train,Oh603
9,282train,Os420
9,282train,P39Goodman-Buckler
9,282train,Pa762
9,282train,Pa875
9,282train,Pa880
9,282train,Pa91
9,282train,R168
9,282train,R229
9,282train,R4
9,282train,SA24
9,282train,SC213R
9,282train,SC357
9,282train,SC55
9,282train,SD40
9,282train,Sg1533
9,282train,Sg18
9,282train,T234
9,282train,T8
9,282train,Tx303
9,282train,Tx601
9,282train,Tzi10
9,282train,Tzi11
9,282train,Tzi16
9,282train,Tzi18
9,282train,Tzi9
9,282train,U267Y
9,282train,VA102
9,282train,Va17
9,282train,Va22
9,282train,Va26
9,282train,Va35
9,282train,Va59
9,282train,Va99
9,282train,W117Ht
9,282train,W153R
9,282train,W182B
9,282train,W22
9,282train,Wf9
9,282train,Yu796
9,282train,i1677a
10,282train,33-16
10,282train,4226
10,282train,4722
10,282train,A188
10,282train,A214NGoodman-Buckler
10,282train,A239
10,282train,A441-5
10,282train,A556
10,282train,A6
10,282train,A619
10,282train,A634
10,282train,A635
10,282train,A641
10,282train,A654
10,282train,A659
10,282train,A661
10,282train,A679
10,282train,A680
10,282train,A682
10,282train,Ab28A
10,282train,B10
10,282train,B103
10,282train,B105
10,282train,B109
10,282train,B14A
10,282train,B164
10,282train,B37
10,282train,B46
10,282train,B52
10,282train,B57
10,282train,B68
10,282train,B73
10,282train,B75
10,282train,B76
10,282train,B77
10,282train,B79
10,282train,B84
10,282train,C103
10,282train,C49A
10,282train,CH701-30
10,282train,CH9
10,282train,CI187-2
10,282train,CI21E
10,282train,CI28AGoodman-Buckler
10,282train,CI31A
10,282train,CI3A
10,282train,CI64
10,282train,CI66
10,282train,CM105
10,282train,CM37
10,282train,CML10
10,282train,CML108
10,282train,CML11
10,282train,CML14
10,282train,CML154Q
10,282train,CML157Q
10,282train,CML158Q
10,282train,CML218
10,282train,CML220
10,282train,CML228
10,282train,CML238
10,282train,CML247
10,282train,CML254
10,282train,CML258
10,282train,CML261
10,282train,CML277
10,282train,CML281
10,282train,CML311
10,282train,CML314
10,282train,CML321
10,282train,CML323
10,282train,CML328
10,282train,CML331
10,282train,CML332
10,282train,CML333
10,282train,CML341
10,282train,CML38
10,282train,CML45
10,282train,CML52
10,282train,CML61
10,282train,CML69
10,282train,CML77
10,282train,CML91
10,282train,CML92
10,282train,CMV3
10,282train,CO106
10,282train,CO125
10,282train,CO255
10,282train,Ci7Goodman-Buckler
10,282train,Ci90CGoodman-Buckler
10,282train,Ci91BGoodman-Buckler
10,282train,D940Y
10,282train,DE-2
10,282train,DE1
10,282train,DE811
10,282train,EP1
10,282train,F2834T
10,282train,F6
10,282train,F7
10,282train,GA209
10,282train,GT112
10,282train,H105W
10,282train,H91
10,282train,H95
10,282train,H99
10,282train,HP301
10,282train,I137TN
10,282train,I205
10,282train,I29
10,282train,IA2132Goodman-Buckler
10,282train,IDS28
10,282train,IDS69
10,282train,IDS91
10,282train,ILLHy
10,282train,Ia5125
10,282train,Il14H
10,282train,K148
10,282train,K4
10,282train,K55
10,282train,K64
10,282train,KY226
10,282train,KY228
10,282train,Ki11
10,282train,Ki14
10,282train,Ki21
10,282train,Ki43
10,282train,Ki44
10,282train,L317
10,282train,L578
10,282train,M14
10,282train,M162W
10,282train,M37W
10,282train,MEF156-55-2
10,282train,MO1W
10,282train,MS1334
10,282train,MS153
10,282train,Mo17
10,282train,Mo18W
10,282train,Mo24W
10,282train,Mo45
10,282train,Mo46
10,282train,Mo47
10,282train,MoG
10,282train,Mp339
10,282train,Mt42
10,282train,N192
10,282train,N28Ht
10,282train,N6
10,282train,NC230
10,282train,NC232
10,282train,NC236
10,282train,NC238
10,282train,NC250
10,282train,NC258
10,282train,NC260
10,282train,NC262
10,282train,NC264
10,282train,NC290A
10,282train,NC294
10,282train,NC296
10,282train,NC296A
10,282train,NC300
10,282train,NC302
10,282train,NC304
10,282train,NC306
10,282train,NC310
10,282train,NC314
10,282train,NC318
10,282train,NC320
10,282train,NC324
10,282train,NC326
10,282train,NC328
10,282train,NC33
10,282train,NC336
10,282train,NC338
10,282train,NC340
10,282train,NC342
10,282train,NC344
10,282train,NC346
10,282train,NC348
10,282train,NC350
10,282train,NC352
10,282train,NC356
10,282train,NC358
10,282train,NC360
10,282train,NC362
10,282train,NC364
10,282train,NC366
10,282train,ND246
10,282train,OH7B
10,282train,Oh43E
10,282train,Oh603
10,282train,Os420
10,282train,P39Goodman-Buckler
10,282train,Pa762
10,282train,Pa875
10,282train,Pa880
10,282train,Pa91
10,282train,R168
10,282train,R177
10,282train,R229
10,282train,R4
10,282train,SA24
10,282train,SC213R
10,282train,SC357
10,282train,SC55
10,282train,SD40
10,282train,Sg1533
10,282train,Sg18
10,282train,T232
10,282train,T234
10,282train,T8
10,282train,Tx303
10,282train,Tx601
10,282train,Tzi10
10,282train,Tzi11
10,282train,Tzi16
10,282train,Tzi18
10,282train,Tzi25
10,282train,Tzi9
10,282train,U267Y
10,282train,VA102
10,282train,Va17
10,282train,Va22
10,282train,Va26
10,282train,Va59
10,282train,Va85
10,282train,Va99
10,282train,VaW6
10,282train,W117Ht
10,282train,W153R
10,282train,W22
10,282train,W64A
10,282train,Wf9
10,282train,Yu796
10,282train,i1677a
